Filename,CID,Job ID,Status,Created,Deal State,Deal Message,Piece CID,Miner
deplatformr-open-images-229.tar,QmQ1S9gtH3UEWXPFn21XvDcs7wV8SDbDUfBxE2VsYGT2uH,6ec16b57-d046-4fa5-9140-15383b02c6c1,JOB_STATUS_EXECUTING,2020-11-26 01:36:27
deplatformr-open-images-177.tar,Qmf2tRXdvxoE3kCVeAomudZKNbRHX4LsW6UfYtZBy9hwro,13694368-44fc-4c03-9d58-52f11defaa1e,JOB_STATUS_EXECUTING,2020-10-31 19:20:51
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmwb4u2b7sekgsd42ljcbgormc324kzwwkosf3xsl57fmpxyrnqha,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmwb4u2b7sekgsd42ljcbgormc324kzwwkosf3xsl57fmpxyrnqha,f022352
deplatformr-open-images-209.tar,QmUE6fzsLQWMHGoYPzh7HmYoKbLhCmvk7aS96SStGZxoQt,52acbec9-362d-4efd-bb38-5ad6b3a256ce,JOB_STATUS_EXECUTING,2020-11-19 22:18:39
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqiboixkddk7cj2gaju3fr7ujgnj2mzlhzbmlpccadks72nuz2jihq,f022352
,,,,,StorageDealError,"sending proposal to storage provider failed: exhausted 5 attempts but failed to open stream, err: dial backoff",baga6ea4seaqiboixkddk7cj2gaju3fr7ujgnj2mzlhzbmlpccadks72nuz2jihq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqiboixkddk7cj2gaju3fr7ujgnj2mzlhzbmlpccadks72nuz2jihq,f022308
deplatformr-open-images-358.tar,QmcuZk3QczXS7Py1m5vqcQYdGpgx7o95fr1oagNkWLBgpu,733ac499-fbec-4b07-a764-5ca2dcc7e8d1,JOB_STATUS_EXECUTING,2020-11-13 20:05:00
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmi4mhvx4xgjzr676zwkhh7g5ze42d72zhfqjre6jzr4ev7bi52ea,f02665
,,,,,StorageDealActive,,baga6ea4seaqmi4mhvx4xgjzr676zwkhh7g5ze42d72zhfqjre6jzr4ev7bi52ea,f022352
deplatformr-open-images-282.tar,Qma6yAXCVDBAYBDEGn83CSXDAYPYzbxNW66u1omrD5gG8Q,73ca3087-c75c-4375-baf5-c254b62d4f9b,JOB_STATUS_EXECUTING,2020-11-14 19:32:45
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqefbsdmgsfrrn3u4sqw56dp4ujgolyv6fwkvzccwqe7r7vnjtp2ny,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqefbsdmgsfrrn3u4sqw56dp4ujgolyv6fwkvzccwqe7r7vnjtp2ny,f022352
deplatformr-open-images-336.tar,QmeGtFddE67kHVbxdsG4W98MBoc3edhkm8ApmGUbPCeLVn,a95775fe-0768-484f-943c-98487819f253,JOB_STATUS_EXECUTING,2020-11-13 19:28:25
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqen6djfoj7fcplwuqgqtojh74piaupedikczjs3xhm6nypfcdjkmy,f022308
,,,,,StorageDealError,"deal failed: (State=26) error calling node: publishing deal: mpool push: failed to push message: not enough funds (required: 0.04999999995977238 FIL, balance: 0.049802709232330425 FIL): not enough funds to execute transaction",baga6ea4seaqen6djfoj7fcplwuqgqtojh74piaupedikczjs3xhm6nypfcdjkmy,f02665
,,,,,StorageDealError,"deal failed: (State=26) error calling node: publishing deal: mpool push: failed to push message: not enough funds (required: 0.04999999997772848 FIL, balance: 0.049802709232330425 FIL): not enough funds to execute transaction",baga6ea4seaqen6djfoj7fcplwuqgqtojh74piaupedikczjs3xhm6nypfcdjkmy,f02665
,,,,,StorageDealActive,error in deal activation: failed to set up called handler: called check error (h: 245141): client: failed to look up deal on chain: deal 1329372 not found,baga6ea4seaqen6djfoj7fcplwuqgqtojh74piaupedikczjs3xhm6nypfcdjkmy,f022352
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqen6djfoj7fcplwuqgqtojh74piaupedikczjs3xhm6nypfcdjkmy,f022853
,,,,,StorageDealError,"deal failed: (State=26) error calling node: publishing deal: mpool push: failed to push message: not enough funds (required: 0.049999999991623686 FIL, balance: 0.049802709232330425 FIL): not enough funds to execute transaction",baga6ea4seaqen6djfoj7fcplwuqgqtojh74piaupedikczjs3xhm6nypfcdjkmy,f02665
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqen6djfoj7fcplwuqgqtojh74piaupedikczjs3xhm6nypfcdjkmy,f024015
deplatformr-open-images-215.tar,QmcyuYWXHmDD1pfwQHnPZycqXBazQf27dRPgRAPwvtUAQy,f9152366-3096-4b71-ad77-c47417595bd3,JOB_STATUS_EXECUTING,2020-11-19 22:18:28
,,,,,StorageDealActive,,baga6ea4seaqibasbf6cr5gcfvqwkl44pzxjulqwqqylidohsxxmaur42fsd7uoa,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqibasbf6cr5gcfvqwkl44pzxjulqwqqylidohsxxmaur42fsd7uoa,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqibasbf6cr5gcfvqwkl44pzxjulqwqqylidohsxxmaur42fsd7uoa,f02665
deplatformr-open-images-355.tar,QmPy3jTYGfERbFLeTTryBWwi5MGno6aUKmtZGifrAUCPWE,fbdaacc1-4c9b-43df-bddb-656d0b84eb87,JOB_STATUS_EXECUTING,2020-11-13 20:04:21
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqgsviepp6lblwqosgkp5gm4kmi6wrjj5pgdmubgtclg3ksyg4emmq,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqgsviepp6lblwqosgkp5gm4kmi6wrjj5pgdmubgtclg3ksyg4emmq,f02665
,,,,,StorageDealActive,,baga6ea4seaqgsviepp6lblwqosgkp5gm4kmi6wrjj5pgdmubgtclg3ksyg4emmq,f022352
deplatformr-open-images-371.tar,QmYtiPTubjfSLXursQkXTSHm6Pe3PSHemLDznXVEcyWHFV,1a311fe4-dfeb-42b6-b45d-9a82ec041622,JOB_STATUS_EXECUTING,2020-11-15 19:42:23
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqeqxm7giatz6ona3yf7gcu3oe4lqylcgjch5c43pyki774avnhuay,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqeqxm7giatz6ona3yf7gcu3oe4lqylcgjch5c43pyki774avnhuay,f022308
,,,,,StorageDealActive,,baga6ea4seaqeqxm7giatz6ona3yf7gcu3oe4lqylcgjch5c43pyki774avnhuay,f022352
deplatformr-open-images-406.tar,QmcgUmQCtTsScfPCPgtyCDY3orM2eh7L1DsKpVbGuzUyFn,25760052-e771-49b2-b1ec-5c862e6265ee,JOB_STATUS_EXECUTING,2020-11-19 19:37:43
,,,,,StorageDealActive,,baga6ea4seaqpfjintoogrhassxszp527p3u2nugigyvfqibip2spbpjghr6qcjq,f022352
,,,,,StorageDealTransferring,,baga6ea4seaqpfjintoogrhassxszp527p3u2nugigyvfqibip2spbpjghr6qcjq,f022308
deplatformr-open-images-166.tar,QmbHyV65qgtWxzwCdgBjY32aDcGSoz687ozNh8wEu9dtwf,3ba11104-908c-481e-b5e5-aea893cf06e6,JOB_STATUS_EXECUTING,2020-11-05 18:49:02
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkgclr7ufeel3qshl5zwxcnylchpi3xeatx253kysi4csh5rlbgbi,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkgclr7ufeel3qshl5zwxcnylchpi3xeatx253kysi4csh5rlbgbi,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkgclr7ufeel3qshl5zwxcnylchpi3xeatx253kysi4csh5rlbgbi,f022352
deplatformr-open-images-255.tar,QmTqFto7XSkapCtNMJtDfJGHVjDbfg5uRQLf3nRZGy4Uvb,7964c0df-76a5-4c76-a244-4530f6bbb8b7,JOB_STATUS_EXECUTING,2020-11-08 22:10:27
,,,,,StorageDealActive,,baga6ea4seaqk5wi432xl2jnnji7w6ke5l42b3phprhq5pvhkbkgizqklfexqupq,f024015
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqk5wi432xl2jnnji7w6ke5l42b3phprhq5pvhkbkgizqklfexqupq,f02401
,,,,,StorageDealError,sending proposal to storage provider failed: connection write timeout,baga6ea4seaqk5wi432xl2jnnji7w6ke5l42b3phprhq5pvhkbkgizqklfexqupq,f022853
deplatformr-open-images-338.tar,QmRumPoqkr3umgngaSMgmVD5inu2G8wyP3vDFzAhw9qwkS,bb3eccc0-e2c3-416c-b754-8622b2cc4f7f,JOB_STATUS_EXECUTING,2020-11-13 19:28:12
,,,,,StorageDealError,"sending proposal to storage provider failed: exhausted 5 attempts but failed to open stream, err: dial backoff",baga6ea4seaqing76dnmbbhp5ijkvghsqco3pljfpogrrmgdptspbsgaa73tc4hq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqing76dnmbbhp5ijkvghsqco3pljfpogrrmgdptspbsgaa73tc4hq,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqing76dnmbbhp5ijkvghsqco3pljfpogrrmgdptspbsgaa73tc4hq,f022352
deplatformr-open-images-416.tar,QmTPeShc1kEnpQoqDMJYpBbpgpFEcBqzthY36We7FCifaJ,e8644d17-e225-47c0-8761-71d10eaa29cd,JOB_STATUS_EXECUTING,2020-11-20 04:03:23
,,,,,StorageDealActive,,baga6ea4seaqd3klt6xnveoetku2xu4gbhp6it4azqpihewiylydvfwuodydmsly,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqd3klt6xnveoetku2xu4gbhp6it4azqpihewiylydvfwuodydmsly,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqd3klt6xnveoetku2xu4gbhp6it4azqpihewiylydvfwuodydmsly,f022308
deplatformr-open-images-360.tar,QmQECYNz7z2FtUKvBmcRaVy7WyEUx8WZYmrotbeqfhQyfp,090fd3bc-01e3-4105-817e-03d39ef9c4ac,JOB_STATUS_EXECUTING,2020-11-14 19:32:59
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqjqvlfgklurg53cmu75n36dgrpmplcrl6uqmehwhf47qmwwhfdmgq,f022308
deplatformr-open-images-283.tar,QmczVy4Njbnz9nkwHBPBEZYCXm162T35JeMZzjUntzhnXm,68acefd6-5564-4344-b502-3e12b1560279,JOB_STATUS_EXECUTING,2020-11-10 18:57:25
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkp6zzt34wtsysrcqoquwuowvhjjxa2ai3f42lfj5pitwbabwroey,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkp6zzt34wtsysrcqoquwuowvhjjxa2ai3f42lfj5pitwbabwroey,f022352
deplatformr-open-images-397.tar,QmdDQaLxgvpHUSStEgdeW3zQXC4Rqbsajh3bxpwoUvex3G,7ab2662b-1b76-4e09-9ffc-cd51972cd2c4,JOB_STATUS_EXECUTING,2020-11-19 22:18:33
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqj52g4m4rozatdzutijap4hcey2l7zxqlitbtrhavyta6frb4t2kq,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqj52g4m4rozatdzutijap4hcey2l7zxqlitbtrhavyta6frb4t2kq,f02665
,,,,,StorageDealActive,,baga6ea4seaqj52g4m4rozatdzutijap4hcey2l7zxqlitbtrhavyta6frb4t2kq,f022352
deplatformr-open-images-378.tar,QmTjmaXBc6FqLKzrnngfpy2byFco4zZG9rViGHSPmBMwCw,7ebeb8fd-2c1e-4746-8119-5ae5c8954f56,JOB_STATUS_EXECUTING,2020-11-15 19:45:13
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqfvp54acw5fwxzgrrg7yhlpalfvsusbmjuj5j7k2ugm5nnu6dykbq,f02665
,,,,,StorageDealActive,,baga6ea4seaqfvp54acw5fwxzgrrg7yhlpalfvsusbmjuj5j7k2ugm5nnu6dykbq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqfvp54acw5fwxzgrrg7yhlpalfvsusbmjuj5j7k2ugm5nnu6dykbq,f022308
deplatformr-open-images-380.tar,QmNt5wFu61AQvCsm2rginq9aL69XLu53wFFTfV2jNn4t4Y,8b140de0-175b-44e1-b751-5c6ec969e51a,JOB_STATUS_EXECUTING,2020-11-19 22:18:37
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkw64ksjhohgfjft6aeyw3azja3mrx2ykqkxdpeqpykn7zcfyluji,f022308
,,,,,StorageDealActive,,baga6ea4seaqkw64ksjhohgfjft6aeyw3azja3mrx2ykqkxdpeqpykn7zcfyluji,f022352
deplatformr-open-images-306.tar,QmeMrjSt2smS3SzbduNAq6y3i49YbxYCb9i1qgvQYfycpe,8feffbdc-0461-4375-b238-aa848674750b,JOB_STATUS_EXECUTING,2020-11-14 19:32:43
,,,,,StorageDealError,error in deal activation: handling applied event: failed to load message: blockstore: block not found,baga6ea4seaqhjorhy4cjacjdvjusdxsffysogzikick6b2ndrlsxo4yaasoladq,f02665
,,,,,StorageDealActive,,baga6ea4seaqhjorhy4cjacjdvjusdxsffysogzikick6b2ndrlsxo4yaasoladq,f022352
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 248419): failed to look up deal on chain: failed to load message: blockstore: block not found,baga6ea4seaqhjorhy4cjacjdvjusdxsffysogzikick6b2ndrlsxo4yaasoladq,f02665
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 248419): failed to look up deal on chain: failed to load message: blockstore: block not found,baga6ea4seaqhjorhy4cjacjdvjusdxsffysogzikick6b2ndrlsxo4yaasoladq,f02665
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqhjorhy4cjacjdvjusdxsffysogzikick6b2ndrlsxo4yaasoladq,f022853
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqhjorhy4cjacjdvjusdxsffysogzikick6b2ndrlsxo4yaasoladq,f022308
deplatformr-open-images-289.tar,QmNpZiZu41mgLnhLZiqwzpzYWWJAu6KHn8qr3Cnq5cxhju,23aa3a88-7976-4ef2-83a0-2ba026970a63,JOB_STATUS_EXECUTING,2020-11-19 22:18:38
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqety6rpd6baguu4cjb6rdlkpyi7w5u7tgdkfffu6t2xynqvrjxici,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqety6rpd6baguu4cjb6rdlkpyi7w5u7tgdkfffu6t2xynqvrjxici,f022308
,,,,,StorageDealActive,,baga6ea4seaqety6rpd6baguu4cjb6rdlkpyi7w5u7tgdkfffu6t2xynqvrjxici,f022352
deplatformr-open-images-364.tar,QmYktmSWJMbHE6GrM3GvT4D4QSP6EWGnwchFhRwTMK1RGH,3068f5e5-7aa1-420c-be12-4032d697e700,JOB_STATUS_EXECUTING,2020-11-15 04:04:15
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbi6drqg4gj5mss6z6nik6zlyppkturcdo53ey6ac4dn5jtkl36ny,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbi6drqg4gj5mss6z6nik6zlyppkturcdo53ey6ac4dn5jtkl36ny,f022308
deplatformr-open-images-232.tar,QmS4zGHSB74yTaVtckS3VRcufhuWJRYUJvxY2D4mCujiKH,856acb02-c342-44fb-bf8d-6ae610f6e017,JOB_STATUS_EXECUTING,2020-11-05 21:07:09
,,,,,StorageDealError,"unexpected deal status while waiting for data request: 11 (StorageDealFailing). Provider message: deal rejected: false
",baga6ea4seaqfbyqr24tog3p6z5lki7wz5dkprjh6hdj6f4xr3iymwar6kq456ay,f08285
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqfbyqr24tog3p6z5lki7wz5dkprjh6hdj6f4xr3iymwar6kq456ay,f022853
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 224109): client: failed to look up deal on chain: deal 1226329 not found,baga6ea4seaqfbyqr24tog3p6z5lki7wz5dkprjh6hdj6f4xr3iymwar6kq456ay,f029368
,,,,,StorageDealActive,,baga6ea4seaqfbyqr24tog3p6z5lki7wz5dkprjh6hdj6f4xr3iymwar6kq456ay,f08403
,,,,,StorageDealActive,,baga6ea4seaqfbyqr24tog3p6z5lki7wz5dkprjh6hdj6f4xr3iymwar6kq456ay,f042635
,,,,,StorageDealActive,,baga6ea4seaqfbyqr24tog3p6z5lki7wz5dkprjh6hdj6f4xr3iymwar6kq456ay,f022352
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqfbyqr24tog3p6z5lki7wz5dkprjh6hdj6f4xr3iymwar6kq456ay,f022308
deplatformr-open-images-373.tar,QmYpQDxXAui2jewijsgcMnvXJ1H9hGJSxaDDa8muLXZCCi,87ed400f-5cf3-4383-ba38-f4958b196430,JOB_STATUS_EXECUTING,2020-11-15 19:43:00
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqjupg5rocy6sjo7hhwirity4zz4yq5zxou5fepm2n5ijcu7b3aylq,f02665
,,,,,StorageDealActive,,baga6ea4seaqjupg5rocy6sjo7hhwirity4zz4yq5zxou5fepm2n5ijcu7b3aylq,f022352
deplatformr-open-images-181.tar,QmSpvUvfzi3giM7GwmEBumEgLs6xH9wemJkCjxcw5Vxj9H,f9a0d027-52eb-412d-afd9-652c920e6491,JOB_STATUS_EXECUTING,2020-11-19 22:18:31
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqldjpt5rnbqiqdm7537asq5k62ftkhpylc4kltbjby6ovnbmnwwki,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqldjpt5rnbqiqdm7537asq5k62ftkhpylc4kltbjby6ovnbmnwwki,f02665
,,,,,StorageDealActive,,baga6ea4seaqldjpt5rnbqiqdm7537asq5k62ftkhpylc4kltbjby6ovnbmnwwki,f022352
deplatformr-open-images-431.tar,QmYkqXCRfH1SMnetLnZpg6jxGbo3aWxFVL7DFj1eqhXKnf,16962041-d1c5-4986-9220-3b8167a3ff6e,JOB_STATUS_EXECUTING,2020-12-01 18:17:10
deplatformr-open-images-251.tar,QmbdY4iPWdap5fZJ7kMnd581bMAQMg3PuGXj1cExCX6M5j,046e9b95-8a38-4c53-8bec-175acc28d4cf,JOB_STATUS_EXECUTING,2020-11-06 04:10:17
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqckkitaosjcregwipvkq2bmniavqz4j57hxclgkye5uvzhtafk2hq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqckkitaosjcregwipvkq2bmniavqz4j57hxclgkye5uvzhtafk2hq,f022308
deplatformr-open-images-379.tar,QmRKbCZhhfjXLD1XfUNAVnraPNNpM9oNetG94yDghdSy93,05a1ed2d-8798-4f2e-a7e5-9978db594271,JOB_STATUS_EXECUTING,2020-11-17 04:41:19
,,,,,StorageDealError,error reading Response message: stream reset,baga6ea4seaqlvivw6faatpefbm33kn7gfpucjs4f56q6327gbxla7yyogzqngci,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlvivw6faatpefbm33kn7gfpucjs4f56q6327gbxla7yyogzqngci,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlvivw6faatpefbm33kn7gfpucjs4f56q6327gbxla7yyogzqngci,f022308
deplatformr-open-images-264.tar,QmR9LJVAcQUHkCmys3rfaZaVbBMoT3Z2NJpopvbPV9Ma8t,5d9f8e75-7a9d-420e-b686-5b21ac2bbd68,JOB_STATUS_EXECUTING,2020-11-10 03:06:27
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqoupdwxwcgcjmjmqlh6tl3tjkkhlxj6gscxiqitv2bfptt2sahmaa,f02665
,,,,,StorageDealActive,,baga6ea4seaqoupdwxwcgcjmjmqlh6tl3tjkkhlxj6gscxiqitv2bfptt2sahmaa,f01276
,,,,,StorageDealActive,,baga6ea4seaqoupdwxwcgcjmjmqlh6tl3tjkkhlxj6gscxiqitv2bfptt2sahmaa,f02665
,,,,,StorageDealActive,,baga6ea4seaqoupdwxwcgcjmjmqlh6tl3tjkkhlxj6gscxiqitv2bfptt2sahmaa,f08403
,,,,,StorageDealActive,,baga6ea4seaqoupdwxwcgcjmjmqlh6tl3tjkkhlxj6gscxiqitv2bfptt2sahmaa,f022308
,,,,,StorageDealActive,,baga6ea4seaqoupdwxwcgcjmjmqlh6tl3tjkkhlxj6gscxiqitv2bfptt2sahmaa,f02665
deplatformr-open-images-427.tar,QmYSSp1pYvSuVLaDywg42TrWBzncK4FFC7bBMaF2Dg3Yg8,a7b0fabd-8dc3-45a7-8b33-32757c9a611a,JOB_STATUS_EXECUTING,2020-11-20 18:49:14
,,,,,StorageDealActive,,baga6ea4seaqdsa3yczbuatxzlbrnhgyid4hluhzjjdhhzalni2ukembqxu2hgfa,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdsa3yczbuatxzlbrnhgyid4hluhzjjdhhzalni2ukembqxu2hgfa,f022308
deplatformr-open-images-354.tar,QmVJ4hTom9EC1TfszaGQvh8weQzd1oktEM9HsFzU3k34CX,ea2e0d6b-5715-48a5-8a08-43b4ec1910b3,JOB_STATUS_EXECUTING,2020-11-13 20:04:06
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqh2nkcb4griu7ca7bthm3f2cyy5zjd6wfes2lufrkdfo6qx5l6acq,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqh2nkcb4griu7ca7bthm3f2cyy5zjd6wfes2lufrkdfo6qx5l6acq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqh2nkcb4griu7ca7bthm3f2cyy5zjd6wfes2lufrkdfo6qx5l6acq,f022352
deplatformr-open-images-328.tar,QmXu5yL2eihQu2k2ZkCyYyfEocmhqbENvD2yd7D9bCAquH,f6c279e2-e88b-473e-8930-5f8e5927929b,JOB_STATUS_EXECUTING,2020-11-13 19:28:11
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhelds53euzg3vca3bsacurqms3bsreuxjxvaafue3e6v4ysurmpq,f02665
,,,,,StorageDealActive,,baga6ea4seaqhelds53euzg3vca3bsacurqms3bsreuxjxvaafue3e6v4ysurmpq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhelds53euzg3vca3bsacurqms3bsreuxjxvaafue3e6v4ysurmpq,f022308
deplatformr-open-images-315.tar,QmaU2w8FKENFphSoxvVTeHkefFgERKLx7vRcuWYCdzyF8b,fe122d9a-be18-4d15-9b35-d2bc29867ade,JOB_STATUS_EXECUTING,2020-11-26 01:36:22
deplatformr-open-images-417.tar,QmakUqsb3csvpgmSHjZ1cud2N1nWjiGXamezmRTomtAmy4,389a990a-ba2f-4dc5-9037-b98f4edfa1bb,JOB_STATUS_EXECUTING,2020-11-20 04:03:34
,,,,,StorageDealActive,,baga6ea4seaqan27zq5pze25fb6cvgn6dae5mi25zwu4gxle7376esezwaq7acay,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqan27zq5pze25fb6cvgn6dae5mi25zwu4gxle7376esezwaq7acay,f022308
deplatformr-open-images-426.tar,QmVWcY9Bgt1iNVSGwf8vsMymog8iBgxt67hwTMFW3WrS4D,a40974ee-f572-49a9-aebb-0cf3fa80080b,JOB_STATUS_EXECUTING,2020-11-20 18:48:57
,,,,,StorageDealActive,,baga6ea4seaqoivzopiy7sqym4qgg7l3fok2j4gcgnokibm4chlrig2wywiupiei,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqoivzopiy7sqym4qgg7l3fok2j4gcgnokibm4chlrig2wywiupiei,f022308
deplatformr-open-images-280.tar,QmYH6n9vtPazEsHVaMV5Ki3iUqHmZXYveED7494NsiqW6s,a557b55b-55d7-46ca-a78b-3fa4d4778bea,JOB_STATUS_EXECUTING,2020-11-10 04:38:53
,,,,,StorageDealActive,,baga6ea4seaqblbo42mrr7cxyacxwr3zhwikb6g7oih3wits3gcifah32wcgnyla,f01276
,,,,,StorageDealActive,,baga6ea4seaqblbo42mrr7cxyacxwr3zhwikb6g7oih3wits3gcifah32wcgnyla,f08403
,,,,,StorageDealActive,,baga6ea4seaqblbo42mrr7cxyacxwr3zhwikb6g7oih3wits3gcifah32wcgnyla,f024015
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqblbo42mrr7cxyacxwr3zhwikb6g7oih3wits3gcifah32wcgnyla,f02665
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqblbo42mrr7cxyacxwr3zhwikb6g7oih3wits3gcifah32wcgnyla,f02665
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqblbo42mrr7cxyacxwr3zhwikb6g7oih3wits3gcifah32wcgnyla,f02665
,,,,,StorageDealActive,,baga6ea4seaqblbo42mrr7cxyacxwr3zhwikb6g7oih3wits3gcifah32wcgnyla,f022352
deplatformr-open-images-337.tar,QmRYJb9xaFZYT6Je7pHStWCu1ukJk4454gHKEkRhsVz8ZU,cfe37404-c7a6-4035-b1ff-21976cad956c,JOB_STATUS_EXECUTING,2020-11-13 19:28:19
,,,,,StorageDealActive,,baga6ea4seaqebs7ynjjtksdoy2bk6tbz27vkc57ilysehu7a2ut235oo4eyw6ka,f022352
,,,,,StorageDealSealing,,baga6ea4seaqebs7ynjjtksdoy2bk6tbz27vkc57ilysehu7a2ut235oo4eyw6ka,f02665
deplatformr-open-images-331.tar,QmWJ5u2tyQbDsMwfFGaBS6odJdNryGTryTAR2WC9WWRtxD,ab759beb-4bcc-4ef1-91e9-afee92be2032,JOB_STATUS_EXECUTING,2020-11-13 01:09:57
,,,,,StorageDealActive,,baga6ea4seaqhe4knnqiif7gdpswig2vpekyyvgc746avcjqgpuiktabg3nc6kia,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhe4knnqiif7gdpswig2vpekyyvgc746avcjqgpuiktabg3nc6kia,f022308
deplatformr-open-images-325.tar,QmVSZoBh3fvfFoeMbf2fijbu7KXoyLx7SjKff8fTpcCdPY,1786dcdd-d46c-43dd-86d0-44de212b4c25,JOB_STATUS_EXECUTING,2020-11-13 19:28:17
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqpcveyjjjr55zv7qd2l3juhpkfd7cd7wv2kcsnlin5ig4uaxrcmbq,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqpcveyjjjr55zv7qd2l3juhpkfd7cd7wv2kcsnlin5ig4uaxrcmbq,f022352
,,,,,StorageDealError,error reading Response message: stream reset,baga6ea4seaqpcveyjjjr55zv7qd2l3juhpkfd7cd7wv2kcsnlin5ig4uaxrcmbq,f02665
deplatformr-open-images-276.tar,QmXBdQFEoPFnbTXPmnXf7V5AmpyUcQsDVmvzVyRcQCG8Hi,477a72e1-3c28-45f3-92b4-0d407b86dbf9,JOB_STATUS_EXECUTING,2020-11-13 19:27:49
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqey5sonric2iteyruj7qkty37u725asq2sgrtzkgr5lpvjpasaiaa,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqey5sonric2iteyruj7qkty37u725asq2sgrtzkgr5lpvjpasaiaa,f022352
deplatformr-open-images-151.tar,QmYTpmkctpr44Y6LatN25RUx1uvcZtTwbsVecNBpLyaQ8U,5a635660-5cb4-4e56-9189-ba548f795048,JOB_STATUS_EXECUTING,2020-11-01 16:55:15
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqe6sugpgwc56atc7caedfse7nkj55shkdghebwrclzji6uflqrgby,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqe6sugpgwc56atc7caedfse7nkj55shkdghebwrclzji6uflqrgby,f022352
